source,context,en_raw,zh_raw,en_norm,zh_norm
E135-1B,6.3.1,Combustible materials outside fire enclosure .......... :,防火外殼外的可燃材料:,Combustible materials outside fire enclosure :,防火外殼外的可燃材料:
E135-1B,6.4,Safeguards against fire under single fault conditions,在單一故障條件下防火安全防護,Safeguards against fire under single fault conditions,在單一故障條件下防火安全防護
E135-1B,6.4.1,Safeguard method,保護方法,Safeguard method,保護方法
E135-1B,6.4.2,Reduction of the likelihood of ignition under single fault conditions in PS1 circuits,PS1電路中單一故障條件下降低引燃之可能性,Reduction of the likelihood of ignition under single fault conditions in PS1 circuits,PS1電路中單一故障條件下降低引燃之可能性
E135-1B,6.4.3,Reduction of the likelihood of ignition under single fault conditions in PS2 and PS3 circuits,PS2電路及PS3電路中單一故障條件下降低引燃之可能性,Reduction of the likelihood of ignition under single fault conditions in PS2 and PS3 circuits,PS2電路及PS3電路中單一故障條件下降低引燃之可能性
E135-1B,6.4.3.1,Supplementary safeguards,補充安全防護,Supplementary safeguards,補充安全防護
E135-1B,6.4.3.2,Single Fault Conditions .......................................... :,試驗方法:,Single Fault Conditions :,試驗方法:
E135-1B,6.4.3.2,Special conditions for temperature limited by fuse,保險絲限制溫度的特殊條件,Special conditions for temperature limited by fuse,保險絲限制溫度的特殊條件
E135-1B,6.4.4,Control of fire spread in PS1 circuits,PS1電路中火勢擴散之控制,Control of fire spread in PS1 circuits,PS1電路中火勢擴散之控制
E135-1B,6.4.5,Control of fire spread in PS2 circuits,PS2電路中火勢擴散之控制,Control of fire spread in PS2 circuits,PS2電路中火勢擴散之控制
E135-1B,6.4.5.2,Supplementary safeguards,補充安全防護,Supplementary safeguards,補充安全防護
E135-1B,6.4.6,Control of fire spread in PS3 circuits,PS3電路中火勢擴散之控制,Control of fire spread in PS3 circuits,PS3電路中火勢擴散之控制
E135-1B,6.4.7,Separation of combustible materials from a PIS,PIS與可燃性材料之隔離,Separation of combustible materials from a PIS,PIS與可燃性材料之隔離
E135-1B,6.4.7.2,Separation by distance,以距離隔離,Separation by distance,以距離隔離
E135-1B,6.4.7.3,Separation by a fire barrier,以火焰阻隔物隔離,Separation by a fire barrier,以火焰阻隔物隔離
E135-1B,6.4.8,Fire enclosures and fire barriers,防火機殼及火焰阻隔物,Fire enclosures and fire barriers,防火機殼及火焰阻隔物
E135-1B,6.4.8.2,Fire enclosure and fire barrier material properties,防火機殼及火焰阻隔物材料特性,Fire enclosure and fire barrier material properties,防火機殼及火焰阻隔物材料特性
E135-1B,6.4.8.2.1,Requirements for a fire barrier,火焰阻隔物之要求,Requirements for a fire barrier,火焰阻隔物之要求
E135-1B,6.4.8.2.2,Requirements for a fire enclosure,防火機殼之要求,Requirements for a fire enclosure,防火機殼之要求
E135-1B,6.4.8.3,Constructional requirements for a fire enclosure and a fire barrier,針對防火機殼及火焰阻隔物之結構性要求,Constructional requirements for a fire enclosure and a fire barrier,針對防火機殼及火焰阻隔物之結構性要求
E135-1B,6.4.8.3.1,Fire enclosure and fire barrier openings,防火機殼及火焰阻隔物開孔,Fire enclosure and fire barrier openings,防火機殼及火焰阻隔物開孔
E135-1B,6.4.8.3.2,Fire barrier dimensions,火焰阻隔物尺度,Fire barrier dimensions,火焰阻隔物尺度
E135-1B,6.4.8.3.3,Top openings and properties,頂部開孔及頂部開孔性質,Top openings and properties,頂部開孔及頂部開孔性質
E135-1B,6.4.8.3.3,Openings dimensions (mm) ................................... :,開口大小(mm):,Openings dimensions (mm) :,開口大小(mm):
E135-1B,6.4.8.3.4,Bottom openings and properties,底部開孔及底部開孔性質,Bottom openings and properties,底部開孔及底部開孔性質
E135-1B,6.4.8.3.4,Openings dimensions (mm) ................................... :,開口大小(mm):,Openings dimensions (mm) :,開口大小(mm):
E135-1B,6.4.8.3.4,Flammability tests for the bottom of a fire enclosure,防火外殼底部的易燃性試驗,Flammability tests for the bottom of a fire enclosure,防火外殼底部的易燃性試驗
E135-1B,6.4.8.3.4,Instructional Safeguard ............................................. :,指示型安全防護:,Instructional Safeguard :,指示型安全防護:
E135-1B,6.4.8.3.5,Side openings and properties,側邊開孔及側邊開孔性質,Side openings and properties,側邊開孔及側邊開孔性質
E135-1B,6.4.8.3.5,Openings dimensions (mm) ................................... :,開口大小(mm):,Openings dimensions (mm) :,開口大小(mm):
E135-1B,6.4.8.3.6,"Integrity of a fire enclosure, condition met: a), b) or c) ............................................................................ :","防火機殼之完整性, 應符合(a)、(b)或(c)之規定:","Integrity of a fire enclosure, condition met: a), b) or c) :","防火機殼之完整性, 應符合(a)、(b)或(c)之規定:"
E135-1B,6.4.8.4,Separation of a PIS from a fire enclosure and a fire barrier distance (mm) or flammability rating .......... :,自防火機殼及防火阻隔物隔離PIS:,Separation of a PIS from a fire enclosure and a fire barrier distance (mm) or flammability rating :,自防火機殼及防火阻隔物隔離PIS:
E135-1B,6.4.9,Flammability of insulating liquid............................... :,絕緣液體之耐燃:,Flammability of insulating liquid :,絕緣液體之耐燃:
E135-1B,6.5,Internal and external wiring,內部及外部配線,Internal and external wiring,內部及外部配線
E135-1B,6.5.1,General requirements,一般規定,General requirements,一般規定
E135-1B,6.5.2,Requirements for interconnection to building wiring ............................................................................... :,互連至建築物配線之要求:,Requirements for interconnection to building wiring :,互連至建築物配線之要求:
E135-1B,6.5.3,Internal wiring size (mm2) for socket-outlets .......... :,插座之內部配線(mm2):,Internal wiring size (mm2) for socket-outlets :,插座之內部配線(mm2):
E135-1B,6.6,Safeguards against fire due to the connection to additional equipment,預防因連接額外設備而起火之安全防護,Safeguards against fire due to the connection to additional equipment,預防因連接額外設備而起火之安全防護
E135-1B,7,INJURY CAUSED BY HAZARDOUS SUBSTANCES,危害物質導致之傷害,INJURY CAUSED BY HAZARDOUS SUBSTANCES,危害物質導致之傷害
E135-1B,7.2,Reduction of exposure to hazardous substances,減少暴露於危害物質,Reduction of exposure to hazardous substances,減少暴露於危害物質
E135-1B,7.3,Ozone exposure,臭氧顯露,Ozone exposure,臭氧顯露
E135-1B,7.4,Use of personal safeguards or personal protective equipment (PPE),人員安全防護或個人防護具(PPE)之使用,Use of personal safeguards or personal protective equipment (PPE),人員安全防護或個人防護具(PPE)之使用
E135-1B,7.4,Personal safeguards and instructions ................... :,人員安全防護及其使用方法:,Personal safeguards and instructions :,人員安全防護及其使用方法:
E135-1B,7.5,Use of instructional safeguards and instructions,指示型安全防護及說明書使用,Use of instructional safeguards and instructions,指示型安全防護及說明書使用
E135-1B,7.5,Instructional safeguard (ISO 7010)........................ :,指示型安全防護(ISO 7010):,Instructional safeguard (ISO 7010) :,指示型安全防護(ISO 7010):
E135-1B,7.6,Batteries and their protection circuits,電池及其保護電路,Batteries and their protection circuits,電池及其保護電路
E135-1B,8,MECHANICALLY-CAUSED INJURY,機械導致之傷害,MECHANICALLY-CAUSED INJURY,機械導致之傷害
E135-1B,8.2,Mechanical energy source classifications,機械能量源分級,Mechanical energy source classifications,機械能量源分級
E135-1B,8.3,Safeguards against mechanical energy sources,針對機械能量源之保護,Safeguards against mechanical energy sources,針對機械能量源之保護
E135-1B,8.4,Safeguards against parts with sharp edges and corners,針對具銳利邊緣及切角部件之安全防護,Safeguards against parts with sharp edges and corners,針對具銳利邊緣及切角部件之安全防護
E135-1B,8.4.1,Safeguards,要求,Safeguards,要求
E135-1B,8.4.1,Instructional Safeguard ............................................. :,指示型安全防護:,Instructional Safeguard :,指示型安全防護:
E135-1B,8.4.2,Sharp edges or corners,銳邊或切角,Sharp edges or corners,銳邊或切角
E135-1B,8.5,Safeguards against moving parts,針對移動部件之安全防護,Safeguards against moving parts,針對移動部件之安全防護
E135-1B,8.5.1,"Fingers, jewellery, clothing, hair, etc., contact with MS2 or MS3 parts",手指、珠寶、衣服、頭髮等可能捲入而接觸MS2 或MS3 部件,"Fingers, jewellery, clothing, hair, etc., contact with MS2 or MS3 parts",手指、珠寶、衣服、頭髮等可能捲入而接觸MS2 或MS3 部件
E135-1B,8.5.1,MS2 or MS3 part required to be accessible for the function of the equipment,需要可存取裝置功能的MS2或MS3元件,MS2 or MS3 part required to be accessible for the function of the equipment,需要可存取裝置功能的MS2或MS3元件
E135-1B,8.5.1,Moving MS3 parts only accessible to skilled person,移動MS3部件僅可供技術人員使用,Moving MS3 parts only accessible to skilled person,移動MS3部件僅可供技術人員使用
E135-1B,8.5.2,Instructional safeguard.............................................. :,指示型安全防護:,Instructional safeguard :,指示型安全防護:
E135-1B,8.5.4,Special categories of equipment containing moving parts,包含行動元件的特殊類別的設備,Special categories of equipment containing moving parts,包含行動元件的特殊類別的設備
E135-1B,8.5.4.1,General,一般,General,一般
E135-1B,8.5.4.2,Equipment containing work cells with MS3 parts,設備包含MS3 部件之工作單元,Equipment containing work cells with MS3 parts,設備包含MS3 部件之工作單元
E135-1B,8.5.4.2.1,Protection of persons in the work cell,保護工作單元內之人員,Protection of persons in the work cell,保護工作單元內之人員
E135-1B,8.5.4.2.2,Access protection override,進入防護解除,Access protection override,進入防護解除
E135-1B,8.5.4.2.2.1,Override system,解除系統,Override system,解除系統
E135-1B,8.5.4.2.2.2,Visual indicator,視覺指示器,Visual indicator,視覺指示器
E135-1B,8.5.4.2.3,Emergency stop system,緊急停止系統,Emergency stop system,緊急停止系統
E135-1B,8.5.4.2.3,Maximum stopping distance from the point of activation (m) ............................................................. :,與啟動點的最大停止距離(m):,Maximum stopping distance from the point of activation (m) :,與啟動點的最大停止距離(m):
E135-1B,8.5.4.2.3,Space between end point and nearest fixed mechanical part (mm) ............................................... :,端點和最近固定機械部件之間的空間(mm):,Space between end point and nearest fixed mechanical part (mm) :,端點和最近固定機械部件之間的空間(mm):
